"Syndroms related to vision impairment",,,,,,,,
Name,,Website,,Problems,,,,Genes
"Kindler syndrome",,https://ghr.nlm.nih.gov/condition/kindler-syndrome,,"Kindler syndrome can also affect the moist lining (mucosae) of the eyes, causing these tissues to be very fragile and easily damaged. The moist tissues that line the eyelids and the white part of the eyes (the conjunctiva) can become inflamed (conjunctivitis), and damage to the clear outer covering of the eye (the cornea) can affect vision. ",,,,"Most mutations in the FERMT1 gene prevent the production of any functional kindlin-1. A lack of this protein disrupts many essential cell functions. For example, keratinocytes without kindlin-1 have an abnormal structure and cannot grow or divide normally. They are also less able to attach the epidermis to the underlying layer of skin (the dermis). These changes make the skin fragile and prone to blistering. Similarly, a lack of kindlin-1 in epithelial cells of the mucosae causes damage that makes these tissues extremely fragile. "
"Kniest dysplasia",,https://ghr.nlm.nih.gov/condition/kniest-dysplasia,,"Severe nearsightedness (myopia) and other eye problems are common in Kniest dysplasia. Some eye problems, such as retinal detachment, can lead to blindness.",,,,"Most mutations in the COL2A1 gene that cause Kniest dysplasia interfere with the assembly of type II collagen molecules. Abnormal collagen prevents bones and other connective tissues from developing properly, which leads to the signs and symptoms of Kniest dysplasia."
"Knobloch syndrome",,https://ghr.nlm.nih.gov/condition/knobloch-syndrome,,"Extreme nearsightedness (high myopia). In aaffected individuals have vitreoretinal degeneration, whiatn often leads to separation of the retina from the back of the eye (retinal detachment). Affected individuals may also have abnormalities in the central area of the retina, called the macula. The macula is responsible for sharp central vision, which is needed for detailed tasks such as reading, driving, and recognizing faces. Due to abnormalities in the vitreous, retina, and macula, people with Knobloch syndrome often develop blindness in one or both eyes.",,,,"Mutations in the COL18A1 gene lead to an abnormally short version of the genetic blueprint used to make the collagen XVIII protein. Although the process is unclear, the COL18A1 gene mutations result in the loss of collagen XVIII protein, which likely causes the signs and symptoms of Knobloch syndrome."
"Krabbe disease",,https://ghr.nlm.nih.gov/condition/krabbe-disease,,"Affected infants also experience vision loss. Less commonly, Krabbe disease begins in childhood, adolescence, or adulthood (late-onset forms). Vision problems and walking difficulties are the most common initial symptoms in these forms of the disorder, however, signs and symptoms vary considerably among affected individuals. Individuals with late-onset Krabbe disease may survive many years after the condition begins.",,,,"GALC gene mutations severely reduce the activity of the galactosylceramidase enzyme. As a result, galactosylceramide and psychosine cannot be broken down. Excess galactosylceramide accumulates in certain cells, forming globoid cells. The accumulation of these galactolipids causes damage to myelin-forming cells, which impairs the formation of myelin and leads to demyelination in the nervous system. "
"Lafora progressive myoclonus epilepsy",,https://ghr.nlm.nih.gov/condition/lafora-progressive-myoclonus-epilepsy,,"Affected individuals may also experience occipital seizures, which can cause temporary blindness and visual hallucinations.",,,,"Lafora progressive myoclonus epilepsy can be caused by mutations in either the EPM2A gene or the NHLRC1 gene. These genes provide instructions for making proteins called laforin and malin, respectively. Laforin and malin play a critical role in the survival of nerve cells (neurons) in the brain."
"Laryngo-onycho-cutaneous syndrome",,https://ghr.nlm.nih.gov/condition/laryngo-onycho-cutaneous-syndrome,,"In LOC syndrome, granulation tissue also grows in the eyes, specifically the conjunctiva, which are the moist tissues that line the eyelids and the white part of the eyes. Affected individuals often have impairment or complete loss of vision due to the tissue overgrowth.",,,,"LOC syndrome is caused by mutations in the LAMA3 gene, which provides instructions for making one part (subunit) of a protein called laminin 332. The mutations involved in LOC syndrome alter the structure of one version of the alpha subunit of laminin 332 (called alpha-3a). Laminins made with the altered subunit cannot effectively attach the epidermis to underlying layers of skin or regulate wound healing. These abnormalities of laminin 332 cause the cutaneous erosions and overgrowth of granulation tissue that are characteristic of LOC syndrome. The inability of laminin 332 to perform its other functions leads to the nail and tooth abnormalities that occur in this condition."
"Lattice corneal dystrophy type I",,https://ghr.nlm.nih.gov/condition/lattice-corneal-dystrophy-type-i,,"An eye disorder that affects the clear, outer covering of the eye called the cornea. The cornea must remain clear for an individual to see properly; however, in lattice corneal dystrophy type I, protein clumps known as amyloid deposits cloud the cornea, which leads to vision impairment. Affected individuals often have recurrent corneal erosions, which are caused by separation of particular layers of the cornea from one another. Corneal erosions are very painful and can cause sensitivity to bright light (photophobia). Lattice corneal dystrophy type I is usually bilateral, which means it affects both eyes. The condition becomes apparent in childhood or adolescence and leads to vision problems by early adulthood.",,,,"The TGFBI gene mutations involved in lattice corneal dystrophy type I change single protein building blocks (amino acids) in the TGFBI protein. Mutated TGFBI proteins abnormally clump together and form amyloid deposits. However, it is unclear how the changes caused by the gene mutations induce the protein to form deposits."
"Lattice corneal dystrophy type II",,https://ghr.nlm.nih.gov/condition/lattice-corneal-dystrophy-type-ii,,"Lattice corneal dystrophy type II is characterized by an accumulation of protein clumps called amyloid deposits in tissues throughout the body. Amyloid deposits lead to characteristic signs and symptoms involving the eyes, nerves, and skin that worsen with age.The earliest sign of this condition, which is usually identified in a person's twenties, is accumulation of amyloid deposits in the cornea (lattice corneal dystrophy).Because these protein deposits cloud the cornea, they often lead to vision impairment. In addition, affected individuals can have recurrent corneal erosions, which are caused by separation of particular layers of the cornea from one another. Corneal erosions are very painful and can cause sensitivity to bright light (photophobia). Amyloid deposits and corneal erosions are usually bilateral, which means they affect both eyes.",,,,"Mutations in the GSN gene. This gene provides instructions for making a protein called gelsolin. This protein is found throughout the body and helps regulate the formation of the network of protein filaments that gives structure to cells (the cytoskeleton). Mutations that cause lattice corneal dystrophy type II change a single protein building block (amino acid) in the gelsolin protein. The altered gelsolin protein is broken down differently than the normal protein, which results in an abnormal gelsolin protein fragment that is released from the cell. These protein fragments clump together and form amyloid deposits, which lead to the signs and symptoms of lattice corneal dystrophy type II."
"Leber congenital amaurosis",,https://ghr.nlm.nih.gov/condition/leber-congenital-amaurosis,,"An eye disorder that primarily affects the retina, typically have severe visual impairment beginning in infancy. The visual impairment tends to be stable, although it may worsen very slowly over time.also Associated with other vision problems, including an increased sensitivity to light (photophobia), involuntary movements of the eyes (nystagmus), and extreme farsightedness (hyperopia). The pupils, which usually expand and contract in response to the amount of light entering the eye, do not react normally to light. Instead, they expand and contract more slowly than normal, or they may not respond to light at all. Additionally, the clear front covering of the eye (the cornea) may be cone-shaped and abnormally thin, a condition known as keratoconus.",,,,"Mutations in any of the genes (AIPL1, CEP290, CRB1, CRX, GUCY2D, IMPDH1, LCA5, LRAT, NMNAT1, RD3, RDH12, RPE65, RPGRIP1, SPATA7, TULP1) associated with Leber congenital amaurosis disrupt the development and function of the retina, resulting in early vision loss. Mutations in the CEP290, CRB1, GUCY2D, and RPE65 genes are the most common causes of the disorder, while mutations in the other genes generally account for a smaller percentage of cases. In about 30 percent of all people with Leber congenital amaurosis, the cause of the disorder is unknown."
"Leber hereditary optic neuropathy",,https://ghr.nlm.nih.gov/condition/leber-hereditary-optic-neuropathy,,"An inherited form of vision loss. This condition usually begins in a person's teens or twenties, rare cases may appear in early childhood or later in adulthood. For unknown reasons, males are affected much more often than females. Blurring and clouding of vision are usually the first symptoms of LHON. These vision problems may begin in one eye or simultaneously in both eyes; if vision loss starts in one eye, the other eye is usually affected within several weeks or months. Over time, vision in both eyes worsens with a severe loss of sharpness (visual acuity) and color vision. This condition mainly affects central vision, which is needed for detailed tasks such as reading, driving, and recognizing faces. Vision loss results from the death of cells in the nerve that relays visual information from the eyes to the brain (the optic nerve). Although central vision gradually improves in a small percentage of cases, in most cases the vision loss is profound and permanent.",,,,"Mutations in the MT-ND1, MT-ND4, MT-ND4L, or MT-ND6 gene . The genes associated with LHON each provide instructions for making a protein involved in normal mitochondrial function. These proteins are part of a large enzyme complex in mitochondria that helps convert oxygen, fats, and simple sugars to energy. Mutations in any of the genes disrupt this process. It remains unclear how these genetic changes cause the death of cells in the optic nerve and lead to the specific features of LHON."
"Lenz microphthalmia syndrome",,https://ghr.nlm.nih.gov/condition/lenz-microphthalmia-syndrome,,"A condition characterized by abnormal development of the eyes. The eye abnormalities associated with Lenz microphthalmia syndrome can affect one or both eyes. People with this condition are born with eyeballs that are abnormally small (microphthalmia) or absent (anophthalmia), leading to vision loss or blindness. Other eye problems can include clouding of the lens (cataract), involuntary eye movements (nystagmus), a gap or split in structures that make up the eye (coloboma), and a higher risk of an eye disease called glaucoma.",,,,"Mutations in at least two genes on the X chromosome are thought to be responsible for Lenz microphthalmia syndrome. Only one of these genes, BCOR, has been identified. A mutation in the BCOR gene has been found in one family with Lenz microphthalmia syndrome. This mutation changes the structure of the BCL6 corepressor protein, which disrupts the normal development of the eyes and several other organs and tissues before birth."
"Lissencephaly with cerebellar hypoplasia",,https://ghr.nlm.nih.gov/condition/lissencephaly-with-cerebellar-hypoplasia,,"Some affected individuals have nearsightedness (myopia), involuntary eye movements (nystagmus)",,,,"Mutations in either the RELN or TUBA1A gene impair the normal migration of neurons during fetal development. As a result, neurons are disorganized, the normal folds and grooves of the brain do not form, and brain structures do not develop properly. This impairment of brain development leads to the neurological problems characteristic of LCH."
"Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency",,https://ghr.nlm.nih.gov/condition/long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency#genes,,"Signs and symptoms of LCHAD deficiency typically appear during infancy or early childhood and can include abnormalities in the light-sensitive tissue at the back of the eye (retina)",,,,"Mutations in the HADHA gene that cause LCHAD deficiency disrupt one of the functions of this enzyme complex. These mutations prevent the normal processing of long-chain fatty acids from food and body fat. As a result, these fatty acids are not converted to energy, which can lead to some features of this disorder, such as lethargy and hypoglycemia. Long-chain fatty acids or partially metabolized fatty acids may also build up and damage the liver, heart, muscles, and retina. This abnormal buildup causes the other signs and symptoms of LCHAD deficiency."
"Lowe syndrome",,https://ghr.nlm.nih.gov/condition/lowe-syndrome,,"Lowe syndrome is a condition that primarily affects the eyes. nfants with Lowe syndrome are born with thick clouding of the lenses in both eyes (congenital cataracts), often with other eye abnormalities that can impair vision. About half of affected infants develop an eye disease called infantile glaucoma, which is characterized by increased pressure within the eyes.",,,,"Some mutations in the OCRL gene prevent the production of any OCRL enzyme. Other mutations reduce or eliminate the activity of the enzyme or prevent it from interacting with other proteins within the cell. Researchers are working to determine how OCRL mutations cause the characteristic features of Lowe syndrome. Because the OCRL enzyme is present throughout the body, it is unclear why the medical problems associated with this condition are mostly limited to the brain, kidneys, and eyes. It is possible that other enzymes may be able to compensate for the defective OCRL enzyme in unaffected tissues."
"Lymphedema-distichiasis syndrome",,https://ghr.nlm.nih.gov/condition/lymphedema-distichiasis-syndrome,,"Another characteristic of this syndrome is the growth of extra eyelashes (distichiasis), ranging from a few extra eyelashes to a full extra set on both the upper and lower lids. These eyelashes do not grow along the edge of the eyelid, but out of its inner lining. When the abnormal eyelashes touch the eyeball, they can cause damage to the clear covering of the eye (cornea). Related eye problems can include an irregular curvature of the cornea causing blurred vision (astigmatism) or scarring of the cornea. ",,,,"Mutations in the FOXC2 gene. The FOXC2 gene provides instructions for making a protein that plays a critical role in the formation of many organs and tissues before birth. The FOXC2 protein is a transcription factor, which means that it attaches (binds) to specific regions of DNA and helps control the activity of many other genes. Researchers believe that the FOXC2 protein has a role in a variety of developmental processes, such as the formation of veins and the development of the lungs, eyes, kidneys and urinary tract, cardiovascular system, and the transport system for immune cells (lymphatic vessels)."
"Mainzer-Saldino syndrome",,https://ghr.nlm.nih.gov/condition/mainzer-saldino-syndrome,,"A disorder characterized by eye problems. Degeneration of the light-sensitive tissue at the back of the eye (the retina) almost always occurs in this disorder, but the age at which this feature develops varies. Some affected individuals are blind or have severe vision impairment beginning in infancy, with the pattern of vision loss resembling a condition called Leber congenital amaurosis. In other people with Mainzer-Saldino syndrome, the retinal degeneration begins in childhood, but some vision is retained into early adulthood. The vision loss in these affected individuals resembles a category of retinal disorders called rod-cone dystrophies. The most common rod-cone dystrophy is called retinitis pigmentosa, and the vision problems in Mainzer-Saldino syndrome are sometimes referred to as such. However, the abnormal deposits of pigment in the retina from which retinitis pigmentosa gets its name are often not found in Mainzer-Saldino syndrome. As a result, some researchers use terms such as ""atypical retinitis pigmentosa without pigment"" to describe the retinal degeneration that occurs in Mainzer-Saldino syndrome.",,,,"Mutations in the IFT140 gene that cause Mainzer-Saldino syndrome may change the shape of the IFT140 protein or affect its interactions with other IFT proteins, likely impairing the assembly of IFT-A and the development or maintenance of cilia. As a result, fewer cilia may be present or functional, affecting many organs and tissues in the body and resulting in the signs and symptoms of Mainzer-Saldino syndrome. Disorders such as Mainzer-Saldino syndrome that are caused by problems with cilia and involve bone abnormalities are called skeletal ciliopathies."
"Marfan syndrome",,https://ghr.nlm.nih.gov/condition/marfan-syndrome,,"Marfan syndrome is a disorder that affects the connective tissue in many parts of the body. The two primary features of Marfan syndrome are vision problems caused by a dislocated lens (ectopia lentis) in one or both eyes and defects in the large blood vessel that distributes blood from the heart to the rest of the body (the aorta).",,,,"A mutation in the FBN1 gene can reduce the amount of functional fibrillin-1 that is available to form microfibrils, which leads to decreased microfibril formation. As a result, excess growth factors are released and elasticity in many tissues is decreased, leading to overgrowth and instability of tissues."
"Marinesco-Sjögren syndrome",,https://ghr.nlm.nih.gov/condition/marinesco-sjogren-syndrome,,"People with Marinesco-Sjögren syndrome have clouding of the lens of the eyes (cataracts) that usually develops soon after birth or in early childhood. Other features of Marinesco-Sjögren syndrome include eyes that do not look in the same direction (strabismus), involuntary eye movements (nystagmus), ",,,,"Approximately one-third of people with Marinesco-Sjögren syndrome do not have identified mutations in the SIL1 gene. In these cases, the cause of the condition is unknown."
"Maternally inherited diabetes and deafness",,https://ghr.nlm.nih.gov/condition/maternally-inherited-diabetes-and-deafness,,"Some people with MIDD develop an eye disorder called macular retinal dystrophy, which is characterized by colored patches in the light-sensitive tissue that lines the back of the eye (the retina). This disorder does not usually cause vision problems in people with MIDD. I",,,,"Mutations in the MT-TL1, MT-TK, or MT-TE gene cause MIDD. These genes are found in mitochondrial DNA. Mutations in the MT-TL1, MT-TK, or MT-TE gene reduce the ability of tRNA to add amino acids to growing proteins, which slows protein production in mitochondria and impairs their functioning. Researchers believe that the disruption of mitochondrial function lessens the ability of mitochondria to help trigger insulin release. In people with this condition, diabetes results when the beta cells do not produce enough insulin to regulate blood sugar effectively. Researchers have not determined how the mutations lead to hearing loss or the other features of MIDD."
"Meesmann corneal dystrophy",,https://ghr.nlm.nih.gov/condition/meesmann-corneal-dystrophy,,"An eye disease that affects the cornea, which is the clear front covering of the eye. This condition is characterized by the formation of tiny round cysts in the outermost layer of the cornea, called the corneal epithelium. Cysts can appear as early as the first year of life. They usually affect both eyes and increase in number over time. The cysts usually do not cause any symptoms until late adolescence or adulthood, when they start to break open (rupture) on the surface of the cornea and cause irritation. The resulting symptoms typically include increased sensitivity to light (photophobia), twitching of the eyelids (blepharospasm), increased tear production, the sensation of having a foreign object in the eye, and an inability to tolerate wearing contact lenses. Some affected individuals also have temporary episodes of blurred vision.",,,,"Meesmann corneal dystrophy can result from mutations in either the KRT12 gene or the KRT3 gene. These genes provide instructions for making proteins called keratin 12 and keratin 3, which are found in the corneal epithelium. The two proteins interact to form the structural framework of this layer of the cornea. Mutations in either the KRT12 or KRT3 gene weaken this framework, causing the corneal epithelium to become fragile and to develop the cysts that characterize the disorder. The cysts likely contain clumps of abnormal keratin proteins and other cellular debris. When the cysts rupture, they cause eye irritation and the other symptoms of Meesmann corneal dystrophy"
"Metachromatic leukodystrophy",,https://ghr.nlm.nih.gov/condition/metachromatic-leukodystrophy,,"Affected individuals also develop blindness",,,,"Mutations in the ARSA or PSAP genes result in a decreased ability to break down sulfatides, resulting in the accumulation of these substances in cells. Excess sulfatides are toxic to the nervous system. The accumulation gradually destroys myelin-producing cells, leading to the impairment of nervous system function that occurs in metachromatic leukodystrophy."
"Mevalonate kinase deficiency",,https://ghr.nlm.nih.gov/condition/mevalonate-kinase-deficiency,,"Affected children have progressive problems with vision. In childhood or adolescence, affected individuals may develop eye problems such as inflammation of the eye (uveitis), a blue tint in the white part of the eye (blue sclera), an eye disorder called retinitis pigmentosa that causes vision loss, or clouding of the lens of the eye (cataracts)",,,,"Most MVK gene mutations that cause mevalonate kinase deficiency result in an enzyme that is unstable and folded into an incorrect 3-dimensional shape, leading to a reduction of mevalonate kinase enzyme activity. Despite this shortage (deficiency) of mevalonate kinase activity, people with mevalonate kinase deficiency typically have normal production of cholesterol, steroid hormones, and bile acids. It is unclear how a lack of mevalonate kinase activity causes the signs and symptoms of this condition."
Microphthalmia,,https://ghr.nlm.nih.gov/condition/microphthalmia,,"An eye abnormality that arises before birth. In this condition, one or both eyeballs are abnormally small. In some affected individuals, the eyeball may appear to be completely missing; however, even in these cases some remaining eye tissue is generally present. Such severe microphthalmia should be distinguished from another condition called anophthalmia, in which no eyeball forms at all. However, the terms anophthalmia and severe microphthalmia are often used interchangeably. Microphthalmia may or may not result in significant vision loss. People with microphthalmia may also have a condition called coloboma. People with microphthalmia may also have other eye abnormalities, including cataract and a narrowed opening of the eye (narrowed palpebral fissure). Additionally, affected individuals may have an abnormality called microcornea, in which the clear front covering of the eye (cornea) is small and abnormally curved.",,,,"Microphthalmia may be caused by changes in many genes (BCOR, BMP4, GDF3, GDF6, MFRP, OTX2, PAX6, PRSS56, RAX, SHH, SIX6, SOX2, STRA6, VSX2) involved in the early development of the eye, most of which have not been identified. The condition may also result from a chromosomal abnormality affecting one or more genes. Most genetic changes associated with isolated microphthalmia have been identified only in very small numbers of affected individuals."
"Mitochondrial complex I deficiency",,https://ghr.nlm.nih.gov/condition/mitochondrial-complex-i-deficiency,,"Vision problems due to abnormal eye movement or breakdown (degeneration) of the nerves that carry signals from the eyes to the brain (optic nerves) can also occur.",,,,"Mutations in many genes (ACAD9, ELAC2, FOXRED1, MT-ND1, MT-ND2, MT-ND3, MT-ND4, MT-ND4L, MT-ND5, MT-ND6, MT-TL1, MTFMT, NDUFA1, NDUFA2, NDUFA9, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFAF1, NDUFAF2, NDUFAF3, NDUFAF4, NDUFAF5, NDUFAF6, NDUFB3, NDUFB9, NDUFB10, NDUFB11, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NUBPL, PPA2, TIMMDC1, TMEM126) can cause mitochondrial complex I deficiency. Most of these genes provide instructions for making components of complex I or proteins that help assemble the complex. In some cases, the genes are involved in other functions that influence these processes."
"Mitochondrial complex V deficiency",,https://ghr.nlm.nih.gov/condition/mitochondrial-complex-v-deficiency,,"mitochondrial complex V deficiency can cause a condition called neuropathy, ataxia, and retinitis pigmentosa (NARP). NARP causes a variety of signs and symptoms chiefly affecting the nervous system. Many affected individuals also have cognitive impairment and an eye disorder called retinitis pigmentosa that causes vision loss.",,,,"Mutations in any of several genes (ATP5F1A, ATP5F1E, ATPAF2, MT-ATP6, MT-ATP8, TMEM7)can cause mitochondrial complex V deficiency. These genes provide instructions for making components of complex V or proteins that help assemble the complex."
"Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes",,https://ghr.nlm.nih.gov/condition/mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes,,"These episodes often involve temporary muscle weakness on one side of the body (hemiparesis), altered consciousness, vision abnormalities, seizures, and severe headaches resembling migraines. Repeated stroke-like episodes can progressively damage the brain, leading to vision loss, problems with movement, and a loss of intellectual function (dementia).",,,,"MELAS can result from mutations in one of several genes, including MT-ND1, MT-ND5, MT-TH, MT-TL1, and MT-TV. These genes are found in the DNA of cellular structures called mitochondria. Mutations in a particular transfer RNA gene, MT-TL1, cause more than 80 percent of all cases of MELAS. These mutations impair the ability of mitochondria to make proteins, use oxygen, and produce energy. Researchers have not determined how changes in mtDNA lead to the specific signs and symptoms of MELAS. They continue to investigate the effects of mitochondrial gene mutations in different tissues, particularly in the brain."
"Mitochondrial membrane protein-associated neurodegeneration",,https://ghr.nlm.nih.gov/condition/mitochondrial-membrane-protein-associated-neurodegeneration,,"Vision impairment",,"degeneration of the nerve cells that carry visual information from the eyes to the brain (optic atrophy), which can impair vision",,"Mutations in the C19orf12 gene "
"MPV17-related hepatocerebral mitochondrial DNA depletion syndrome",,https://ghr.nlm.nih.gov/condition/mpv17-related-hepatocerebral-mitochondrial-dna-depletion-syndrome#genes,,"MPV17-related hepatocerebral mitochondrial DNA depletion syndrome is most frequently seen in the Navajo population of the southwestern United States. Individuals with Navajo neurohepatopathy may lack feeling in the clear front covering of the eye (corneal anesthesia), which can lead to open sores and scarring on the cornea, resulting in impaired vision. ",,,,"The cause of these additional features is unknown."
"Mucolipidosis type IV",,https://ghr.nlm.nih.gov/condition/mucolipidosis-type-iv,,"Mucolipidosis type IV is an inherited disorder characterized by delayed development and vision impairment that worsens over time. Vision may be normal at birth in people with typical mucolipidosis type IV, but it becomes increasingly impaired during the first decade of life. Individuals with this condition develop clouding of the clear covering of the eye (cornea) and progressive breakdown of the light-sensitive layer at the back of the eye (retina). By their early teens, affected individuals have severe vision loss or blindness.",,,,"Most mutations in the MCOLN1 gene result in the production of a nonfunctional protein or prevent any protein from being produced. A lack of functional mucolipin-1 impairs transport of lipids and proteins, causing these substances to build up inside lysosomes. Conditions that cause molecules to accumulate inside the lysosomes, including mucolipidosis type IV, are called lysosomal storage disorders. Two mutations in the MCOLN1 gene account for almost all cases of mucolipidosis type IV in people with Ashkenazi Jewish ancestry. It remains unclear how mutations in this gene lead to the signs and symptoms of mucolipidosis type IV."
"Mucopolysaccharidosis type I",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-i,,"People with MPS I often develop clouding of the clear covering of the eye (cornea), which can cause significant vision loss. ",,,,"Mutations in the IDUA gene reduce or completely eliminate the function of the IDUA enzyme. The lack of IDUA enzyme activity leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions that cause molecules to build up inside the lysosomes, including MPS I, are called lysosomal storage disorders. The accumulation of GAGs increases the size of the lysosomes, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the GAGs may also interfere with the functions of other proteins inside the lysosomes and disrupt the movement of molecules inside the cell."
"Mucopolysaccharidosis type II",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-ii,,"Some individuals with MPS II develop problems with the light-sensitive tissue in the back of the eye (retina) and have reduced vision. ",,,,"Mutations in the IDS gene reduce or completely eliminate the function of the I2S enzyme. Lack of I2S enzyme activity leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions that cause molecules to build up inside the lysosomes, including MPS II, are called lysosomal storage disorders. The accumulation of GAGs increases the size of the lysosomes, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the GAGs may also interfere with the functions of other proteins inside the lysosomes and disrupt the movement of molecules inside the cell."
"Mucopolysaccharidosis type III",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-iii,,"People with MPS III may also have hearing loss and vision problems.",,,,"Mutations in the GNS, HGSNAT, NAGLU, and SGSH genes cause MPS III. MPS IIIA is caused by mutations in the SGSH gene, and MPS IIIB is caused by NAGLU gene mutations. Mutations in the HGSNAT gene result in MPS IIIC, and GNS gene mutations cause MPS IIID. Mutations in these genes reduce or eliminate enzyme function. A lack of any one of these enzymes disrupts the breakdown of heparan sulfate. As a result, partially broken down heparan sulfate accumulates within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions such as MPS III that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. Researchers believe that the accumulation of GAGs interferes with the functions of other proteins inside the lysosomes and disrupts the normal functions of cells. It is unknown why the buildup of heparan sulfate mostly affects the central nervous system in MPS III."
"Mucopolysaccharidosis type IV",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-iv,,"In people with MPS IV, the clear covering of the eye (cornea) typically becomes cloudy, which can cause vision loss. ",,,,"Mutations in the GALNS and GLB1 genes reduce or completely eliminate the activity of the enzymes produced from these genes. Without these enzymes, GAGs accumulate within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that break down and recycle different types of molecules. Conditions such as MPS IV that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. In MPS IV, GAGs accumulate to toxic levels in many tissues and organs, particularly in the bones. The accumulation of GAGs causes the bone deformities in this disorder. Researchers believe that the buildup of GAGs may also cause the features of MPS IV by interfering with the functions of other proteins inside lysosomes and disrupting the movement of molecules inside the cell."
"Mucopolysaccharidosis type VI",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-vi,,"The clear covering of the eye (cornea) typically becomes cloudy, which can cause significant vision loss.",,,,"Mutations in the ARSB gene reduce or completely eliminate the function of arylsulfatase B. The lack of arylsulfatase B activity leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions such as MPS VI that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. The accumulation of GAGs within lysosomes increases the size of the cells, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the buildup of GAGs may also interfere with the functions of other proteins inside lysosomes, triggering inflammation and cell death."
"Mucopolysaccharidosis type VII",,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-vii,,"The clear covering of the eye (cornea) typically becomes cloudy, which can cause significant vision loss.",,,,"Mutations in the GUSB gene reduce or completely eliminate the function of β-glucuronidase. The shortage (deficiency) of β-glucuronidase leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions such as MPS VII that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. The accumulation of GAGs increases the size of the lysosomes, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the GAGs may also interfere with the functions of other proteins inside the lysosomes and disrupt many normal functions of cells."
"Multicentric osteolysis, nodulosis, and arthropathy (MONA)",,https://ghr.nlm.nih.gov/condition/multicentric-osteolysis-nodulosis-and-arthropathy,,"Other features of MONA can include clouding of the clear front covering of the eye (corneal opacity)",,,,"The MMP2 gene mutations that cause MONA completely eliminate the activity of the matrix metallopeptidase 2 enzyme, preventing the normal cleavage of type IV collagen. It is unclear how a loss of enzyme activity leads to the specific features of MONA."
"Multiple familial trichoepithelioma",,https://ghr.nlm.nih.gov/condition/multiple-familial-trichoepithelioma,,"A condition involving multiple skin tumors that develop from structures associated with the skin (skin appendages), such as hair follicles and sweat glands. In severe cases, the tumors may get in the way of the eyes and affect vision, ",,,,"People with CYLD-related multiple familial trichoepithelioma are born with a mutation in one of the two copies of the CYLD gene in each cell. This mutation prevents the cell from making functional CYLD protein from the altered copy of the gene. However, enough protein is usually produced from the other, normal copy of the gene to regulate cell growth effectively. For tumors to develop, a second mutation or deletion of genetic material involving the other copy of the CYLD gene must occur in certain cells during a person's lifetime."
"Multiple sclerosis",,https://ghr.nlm.nih.gov/condition/multiple-sclerosis,,"Multiple sclerosis is also associated with vision problems, such as blurred or double vision or partial or complete vision loss. I",,,,"Variations in dozens of genes (CYP27B1, HLA-DRB1, IL2RA, IL7R, TNFRSF1 )are thought to be involved in multiple sclerosis risk. Changes in the HLA-DRB1 gene are the strongest genetic risk factors for developing multiple sclerosis. Other factors associated with an increased risk of developing multiple sclerosis include changes in the IL7R gene"
"Myasthenia gravis",,https://ghr.nlm.nih.gov/condition/myasthenia-gravis,,"The weakness most often starts in the muscles around the eyes, causing drooping of the eyelids (ptosis) and difficulty coordinating eye movements, which results in blurred or double vision. ",,,,"Researchers believe that variations in particular genes may increase the risk of myasthenia gravis, but the identity of these genes is unknown"
"MYH9-related disorder",,https://ghr.nlm.nih.gov/condition/myh9-related-disorder,,"Clouding of the lens of the eyes (cataracts).Some affected individuals develop cataracts in early adulthood that worsen over time.Not everyone with MYH9-related disorder has all of the major features. Cataracts are the least common sign of this disorder.",,,,
